#{"t_start": 1768828224.5507534, "env_id": "None"}
r,l,t
-600.0,600,32274.701749
-600.0,600,32288.819955
-600.0,600,32305.390605
-600.0,600,32311.138422
-600.0,600,32450.858565
-600.0,600,32482.720415
-600.0,600,32538.349107
-600.0,600,32538.99821
-1013.0,14,32547.682054
-600.0,600,32655.027588
-600.0,600,32871.889383
-600.0,600,32885.562877
-600.0,600,32890.54191
-600.0,600,33014.71961
-600.0,600,33043.649435
-600.0,600,33093.347914
-600.0,600,33101.929783
-600.0,600,33201.827052
-600.0,600,33214.400691
-600.0,600,33229.385818
-600.0,600,33234.62916
-600.0,600,33360.018202
-600.0,600,33388.495347
-600.0,600,33439.18719
-600.0,600,33447.844357
-600.0,600,33548.144861
-600.0,600,33560.826666
-1022.0,23,33574.156466
-600.0,600,33575.858403
-600.0,600,33580.957781
-600.0,600,33706.444681
-600.0,600,33735.290622
-1023.0,24,33749.021027
-600.0,600,33784.928641
-600.0,600,33793.521786
-600.0,600,33891.62439
-600.0,600,33917.226727
-600.0,600,33918.927446
-600.0,600,33924.09286
-600.0,600,34047.818915
-600.0,600,34090.143961
-600.0,600,34126.162164
-600.0,600,34134.523913
-600.0,600,34231.705742
-600.0,600,34257.128049
-600.0,600,34258.852165
-600.0,600,34263.98066
-600.0,600,34387.114863
-600.0,600,34428.586319
-600.0,600,34463.567624
-600.0,600,34472.10948
-600.0,600,34568.789435
-600.0,600,34594.269888
-600.0,600,34596.02525
-600.0,600,34601.108109
-1025.0,26,34615.71684
-600.0,600,34723.429461
-600.0,600,34765.295609
-600.0,600,34800.599611
-600.0,600,34809.165804
-600.0,600,34907.186948
-1019.0,20,34918.674673
-600.0,600,34932.810031
-600.0,600,34934.503049
-600.0,600,34954.078441
-600.0,600,35062.10545
-600.0,600,35103.670204
-600.0,600,35139.227971
-600.0,600,35147.702952
-600.0,600,35257.139002
-600.0,600,35271.305569
-600.0,600,35272.955983
-600.0,600,35292.625536
-600.0,600,35401.25233
-600.0,600,35443.258543
-600.0,600,35479.162441
-600.0,600,35487.79304
-600.0,600,35596.761343
-600.0,600,35610.551781
-600.0,600,35612.223965
-600.0,600,35631.962222
-600.0,600,35939.626385
-600.0,600,35980.660972
-600.0,600,36015.730628
-600.0,600,36023.998744
-600.0,600,36133.284687
-600.0,600,36147.738015
-600.0,600,36149.435099
-600.0,600,36169.120157
-600.0,600,36278.55566
-600.0,600,36320.504631
-600.0,600,36356.016354
-600.0,600,36364.655798
-600.0,600,36472.946487
-1017.0,18,36483.322207
-600.0,600,36487.30635
-600.0,600,36488.991155
-600.0,600,36508.737637
-600.0,600,36616.980372
-600.0,600,36658.897315
-600.0,600,36693.559684
-600.0,600,36701.700994
-600.0,600,36817.790486
-600.0,600,36821.627191
-600.0,600,36823.240219
-600.0,600,36842.326336
-600.0,600,36947.972317
-600.0,600,36988.400942
-600.0,600,37022.792603
-600.0,600,37030.931922
-600.0,600,37145.720346
-600.0,600,37149.538321
-600.0,600,37151.22098
-600.0,600,37170.329043
-600.0,600,37275.874636
-600.0,600,37316.13943
-600.0,600,37350.406884
-600.0,600,37358.586765
-600.0,600,37474.918165
-600.0,600,37478.848445
-600.0,600,37480.491214
-600.0,600,37499.663374
-600.0,600,37604.428783
-600.0,600,37644.872111
-600.0,600,37678.926049
-600.0,600,37687.115649
-600.0,600,37803.416235
-600.0,600,37807.2978
-600.0,600,37808.930841
-600.0,600,37827.939932
-600.0,600,37933.108296
-600.0,600,37973.302593
-600.0,600,38007.218522
-600.0,600,38015.371857
-600.0,600,38130.267445
-600.0,600,38134.106407
-600.0,600,38135.743692
-600.0,600,38154.629678
-600.0,600,38259.180695
-600.0,600,38300.000729
-600.0,600,38333.9493
-600.0,600,38342.194912
-1452.0,453,38381.900314
-600.0,600,38455.841521
-600.0,600,38459.682992
-600.0,600,38480.269281
-600.0,600,38584.452066
-600.0,600,38625.136316
-600.0,600,38659.835422
-600.0,600,38867.110772
-600.0,600,38905.828563
-600.0,600,38978.926942
-600.0,600,38982.802855
-600.0,600,39003.203191
-600.0,600,39106.443102
-600.0,600,39146.539473
-600.0,600,39180.774772
-600.0,600,39188.924275
